epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,9.824468438219283,5.526994588238491,0.5500640673622552,1.8649296018028654,0.47027587890625,2.025453353452072e-09
2,820,7.026000423045608,3.2076985029080576,0.5491488193300385,2.751226521356873,0.47027587890625,1.7934523330182732e-09
3,1230,5.6559906275242415,2.0187090155014773,0.5614131429617426,3.4640803528821804,0.47027587890625,1.7937465237533874e-09
4,1640,4.799906556153416,3.272545591239503,0.5319421563243639,4.085969884501583,0.47027587890625,1.794557698125441e-09
5,2050,4.049908576026171,1.3606023619119532,0.5852095917993776,4.6492414084690825,0.47027587890625,1.795417109113066e-09
6,2460,3.590362845252844,1.6092754030934668,0.5863078894380377,5.170618934878717,0.47027587890625,1.795360503512842e-09
7,2870,3.13757332854236,1.6510639054509455,0.5983891634632985,5.660097758667823,0.47027587890625,1.7969224550145556e-09
8,3280,2.8178236891516013,1.606903302414217,0.6252974556104705,6.124222070526848,0.47027587890625,1.7962189458804632e-09
9,3690,2.7011478624062493,1.6289211959601453,0.6220025626944902,6.56755589917412,0.47027587890625,1.7963273380381125e-09
10,4100,2.6307231295057125,2.187638558072309,0.6256635548233571,6.993433800032892,0.47027587890625,1.7957364145144778e-09
