global_step,phi,x2_mean,bc_clean_nrmse,negative_fraction,clamp_fraction,active_fraction,update_cosine_to_floor,update_norm_ratio_to_floor,active_update_energy_fraction
1,3.4011442103967075e-08,3.3609238516965123e-12,389.48660711339784,0.6830390148335899,0.6851602382395213,0.31483976176047873,0.5933958395165467,0.46157207773157294,0.056338536760783285
2,3.4011442103967075e-08,3.2528719458529146e-12,320.67745800632565,0.6324569967559904,0.635707777159433,0.36429222284056695,0.6619505169942359,0.5332937710681848,0.058773299806769
3,3.4011442103967075e-08,4.596835407086017e-12,235.74554287974706,0.6086872112793721,0.6127123404394946,0.3872876595605053,0.6970609209712206,0.5693401202238133,0.061551101796593656
4,3.4011442103967075e-08,3.4080647915368056e-12,226.9019228771284,0.5941692463100922,0.5988623440462646,0.4011376559537354,0.7195346308716603,0.5920289636005978,0.06417762328876987
5,3.4011442103967075e-08,3.5196732011562776e-12,206.77648842848905,0.5842512801428958,0.5896183360368916,0.4103816639631083,0.7358799674045955,0.6083569375467904,0.06664595315687306
6,3.4011442103967075e-08,3.5971078469683348e-12,195.8034800086081,0.5771501101171588,0.582988520055073,0.4170114799449271,0.7482369137259881,0.6205907019974795,0.06883702433779237
7,3.4011442103967075e-08,3.4457939374118995e-12,184.06404202717036,0.5712067522899082,0.5775685995915105,0.4224314004084895,0.7580630758979956,0.630165643501829,0.07069541935849134
8,3.4011442103967075e-08,3.766824311630631e-12,175.05729173976164,0.5666978992974221,0.5735287568935529,0.42647124310644713,0.7663705642057609,0.638229763629642,0.0724888937664619
9,3.4011442103967075e-08,2.861158033465505e-12,173.20198697892374,0.5627156086678102,0.5700106588513909,0.4299893411486091,0.7735417341174846,0.6450983977665808,0.07446083513841684
10,3.4011442103967075e-08,3.0640907475287658e-12,170.1226511396483,0.5596874844563843,0.5673717272469461,0.432628272753054,0.779754523329589,0.651140047324837,0.07607472405331303
11,3.4011442103967075e-08,2.7231610346265948e-12,167.9615858835696,0.5569076674719616,0.5649990716148251,0.4350009283851749,0.7850605601880657,0.6562452158549221,0.07732893521486209
12,3.4011442103967075e-08,2.864816200242955e-12,164.48063485107895,0.55455102746067,0.5630148273398887,0.4369851726601113,0.7898421363133633,0.6606949905623185,0.07898816704596281
13,3.4011442103967075e-08,2.8496166618943425e-12,163.15447946292426,0.5525407415258485,0.5613469892325549,0.4386530107674451,0.7943765744763001,0.6651862703669168,0.08030442329795923
14,3.4011442103967075e-08,2.816206810003475e-12,161.06228700810848,0.5507051951288554,0.5598618333693143,0.4401381666306858,0.7981342905513636,0.6686646703563417,0.08155160930041926
15,3.4011442103967075e-08,2.632190102919406e-12,159.0786567645199,0.5489900914088304,0.5584753753970376,0.4415246246029623,0.8017159608425697,0.6720962237974625,0.08272916280273074
16,3.4011442103967075e-08,2.7783766463840484e-12,156.4671631294279,0.5473199095521069,0.5571222507494139,0.44287774925058615,0.8048764215096796,0.6749115667689182,0.08394982339550242
17,3.4011442103967075e-08,3.1043254203535453e-12,153.58272297440922,0.5458347536888662,0.5559490739715953,0.4440509260284047,0.8079560372463158,0.6778057554727843,0.08517390126663425
18,3.4011442103967075e-08,3.5784385070254814e-12,149.87184772006268,0.5445902227629629,0.5550460794150834,0.4449539205849165,0.8107916229831987,0.6804228265513584,0.0865071816943992
19,3.4011442103967075e-08,3.561581885405861e-12,145.6790362264932,0.5435514209501507,0.5542370952507565,0.44576290474924357,0.8134145678214845,0.6828693352581217,0.08739963232116925
20,3.4011442103967075e-08,2.6993402763533126e-12,143.46337815458284,0.5423130098143204,0.5532738142516108,0.4467261857483891,0.8158453063168917,0.6850545181435542,0.08860530689391512
21,3.4011442103967075e-08,2.9004665356475323e-12,140.9476911517558,0.5412294163465061,0.552558970687768,0.44744102931223195,0.8180303497995705,0.6870211699468567,0.08956096336364329
22,3.4011442103967075e-08,2.9900153341586346e-12,138.28758436926645,0.5401915259917901,0.5516774605006614,0.44832253949933865,0.8202216240612823,0.6890002463932725,0.09064870540519952
23,3.4011442103967075e-08,2.858255128759808e-12,136.01855086429623,0.5392969949747409,0.5511175648131341,0.4488824351868658,0.8221629462750009,0.6907831886401932,0.09150394013554068
24,3.4011442103967075e-08,2.741214212359813e-12,134.49521930660208,0.5386982972139851,0.5507291534559496,0.44927084654405036,0.8241618185606718,0.6927224430914513,0.09213929488038529
25,3.4011442103967075e-08,3.283693934279255e-12,132.26836594604796,0.5377287662164671,0.5500216015568746,0.4499783984431254,0.8259402051731293,0.6942720342208941,0.09323964346265563
26,3.4011442103967075e-08,2.854135796748352e-12,130.36021228132594,0.5369364487144664,0.5494619662859462,0.4505380337140537,0.8276575162391948,0.6957339971957769,0.09407047343392014
27,3.4011442103967075e-08,3.169210762427667e-12,128.10538949558034,0.5361726468300398,0.5489141799702656,0.45108582002973435,0.8294046503872259,0.6973757445180473,0.09497781454421839
28,3.4011442103967075e-08,3.604710573599771e-12,125.58630234129252,0.5355179595005314,0.5485899613046976,0.45141003869530244,0.8310515935141221,0.6988546085106621,0.09590986514404413
29,3.4011442103967075e-08,2.8590550811535595e-12,124.30011480482543,0.5349014232027544,0.5481838416187912,0.45181615838120875,0.8326195828693557,0.7003250220221401,0.09665967118919216
30,3.4011442103967075e-08,2.7960697958523897e-12,123.22913479949926,0.5344161368707977,0.5478682167009853,0.45213178329901477,0.8341932861651765,0.7018989512175746,0.0973877293702641
31,3.4011442103967075e-08,2.9301655416987022e-12,121.74388462025142,0.5338291578569901,0.5474753782616203,0.45252462173837976,0.8356592734260588,0.7032813171359662,0.09825107859126288
32,3.4011442103967075e-08,3.3353891869096e-12,119.77885780196256,0.5333045486186071,0.5472270710346169,0.45277292896538307,0.8370734055813382,0.7046066660821271,0.09895351588350794
33,3.4011442103967075e-08,3.159559107112669e-12,118.3084403993962,0.5327153560637093,0.546970300268151,0.45302969973184903,0.8383134592222689,0.7057758930420505,0.09959921926920447
34,3.4011442103967075e-08,3.1175112068863097e-12,116.73517494899528,0.5322548093086434,0.5466076701542526,0.45339232984574745,0.8395695484595104,0.7068964400576919,0.10023952489376753
35,3.4011442103967075e-08,2.9926449034680295e-12,115.54463968183329,0.5319044187748909,0.5464971233080408,0.4535028766919592,0.8407649763628338,0.7080152114988859,0.10091747967742351
36,3.4011442103967075e-08,2.8938441548636004e-12,114.28165657183301,0.5314242105666118,0.5461938681786802,0.45380613182131985,0.8419837256376798,0.7091964850502812,0.10154868126716392
37,3.4011442103967075e-08,3.077354891797905e-12,112.99245928517995,0.5308910075804668,0.5458674359720219,0.45413256402797814,0.8431394972992367,0.7101972708502858,0.10247256142440767
38,3.4011442103967075e-08,3.3017781567811905e-12,111.54115435188544,0.5304242108270284,0.5456893110184086,0.45431068898159144,0.8441693939673438,0.7111047694969411,0.10298787667280007
39,3.4011442103967075e-08,3.4065968761506356e-12,109.60366079327682,0.5299946536472256,0.5454348840013323,0.4545651159986677,0.8451857677150786,0.7120002533968979,0.10368723601556457
40,3.4011442103967075e-08,3.5283837986212678e-12,107.97786442955184,0.5294923100280443,0.5451214726246165,0.4548785273753835,0.8461562543093857,0.7127534432054382,0.10447531878086805
41,3.4011442103967075e-08,3.17102429435076e-12,106.71204407534735,0.5292113205178853,0.545008842445614,0.45499115755438607,0.8471758974070975,0.7136997763434257,0.10515815357065741
42,3.4011442103967075e-08,2.711714173000339e-12,105.84588307313687,0.5287337164755946,0.5446870977377349,0.45531290226226506,0.8481037946587578,0.7144951610528979,0.10567785108820187
43,3.4011442103967075e-08,3.031485832431309e-12,104.84133942769257,0.5283581957400532,0.5445350144440066,0.45546498555599335,0.8490117418172475,0.7153604339214104,0.10632726301895817
44,3.4011442103967075e-08,3.1214297042094985e-12,103.72214557831332,0.5281873624512077,0.5445341029859107,0.4554658970140893,0.8499537114145068,0.716245810889378,0.10678315190974524
45,3.4011442103967075e-08,2.725619186856304e-12,103.03146409000252,0.5278467375399121,0.5444454311340023,0.4555545688659977,0.8508975539396899,0.7171085843414602,0.10733108620811528
46,3.4011442103967075e-08,3.287116342287183e-12,101.79025496873857,0.5274251230663742,0.5441818895359662,0.45581811046403375,0.8518024663873112,0.7180007873028961,0.10814755756333806
47,3.4011442103967075e-08,3.2589068232257356e-12,100.65719454678808,0.5270838471135815,0.5440283739509443,0.4559716260490557,0.8526808519769385,0.7187211831837335,0.10869036003032866
48,3.4011442103967075e-08,3.0849886214156493e-12,99.49093094615469,0.5268067638524052,0.5439288948101837,0.45607110518981636,0.8535921888188998,0.7196035494098244,0.10912158764520737
49,3.4011442103967075e-08,2.585445362397569e-12,98.80139524935255,0.5265296805912291,0.5438296760860218,0.45617032391397816,0.8543577054260069,0.7203945493929491,0.10963306150970052
50,3.4011442103967075e-08,2.8764695673468627e-12,98.09910262595119,0.5262744723243562,0.5437386604847239,0.45626133951527614,0.8551148414929497,0.720951078482055,0.11030968005702145
51,3.4011442103967075e-08,3.577272453758945e-12,96.94579926706267,0.5260101494765236,0.543637879260969,0.45636212073903104,0.8559135672381767,0.7218114547858112,0.11070139317535925
52,3.4011442103967075e-08,3.0302019144585376e-12,96.15947775660707,0.5257046808060727,0.5435532438663427,0.45644675613365726,0.8567287315293444,0.7226207495664966,0.11131341942303474
53,3.4011442103967075e-08,3.3073003093035665e-12,95.24822207247563,0.5256015558329281,0.5435923063561702,0.45640769364382977,0.8573310533967339,0.7231157401297419,0.11159697297425163
54,3.4011442103967075e-08,3.407307934147397e-12,94.3143302617392,0.5252972590371722,0.5433736866214358,0.45662631337856424,0.8581272157502869,0.7239511097510325,0.11229405954729885
55,3.4011442103967075e-08,3.2762049792956533e-12,93.15511693339229,0.5250167903602109,0.5433714730803455,0.45662852691965444,0.8588353995328851,0.7246351106238118,0.11263707814124035
56,3.4011442103967075e-08,2.8915305524104364e-12,92.71074502124063,0.5246856706547732,0.5432165252040299,0.4567834747959701,0.859588654575454,0.7253184397182195,0.11315070242462537
57,3.4011442103967075e-08,3.731616106440765e-12,91.57935355218171,0.5245242123634863,0.5431697804245363,0.45683021957546366,0.8602443537177207,0.7259273976804063,0.11347767238162162
58,3.4011442103967075e-08,3.3030452767183977e-12,90.55733593611716,0.524229941606786,0.5429662648525352,0.4570337351474648,0.8609430436806158,0.7264711312934844,0.11438320654317195
59,3.4011442103967075e-08,3.656766747427222e-12,89.49438197125312,0.5240472593626929,0.5430279835864626,0.4569720164135374,0.8616148660135411,0.7272458008438075,0.11457712871323437
60,3.4011442103967075e-08,2.7864262166581264e-12,88.94449692755337,0.5237770771413862,0.5429235565303239,0.4570764434696762,0.8623196628122546,0.7278876452839002,0.11507803476135953
61,3.4011442103967075e-08,3.5633796126101886e-12,88.08972733754946,0.5236097594766251,0.5429115773667768,0.45708842263322325,0.8630061634821232,0.728642972379488,0.1154410456298471
62,3.4011442103967075e-08,2.931293915036934e-12,87.61772999598375,0.523394004324478,0.5429226450722279,0.45707735492777213,0.8636626804711051,0.7293661338587999,0.11580365085419221
63,3.4011442103967075e-08,3.273928182193006e-12,86.84575969893947,0.5232980408078018,0.5428795461251182,0.4571204538748818,0.8641296820499024,0.7296835281656386,0.11621522123859582
64,3.4011442103967075e-08,3.3922148935404397e-12,86.17606845234232,0.5229956971365372,0.5427964732300851,0.4572035267699149,0.8646877171725669,0.7301169859686303,0.11679193843515459
65,3.4011442103967075e-08,2.6512069609791984e-12,85.77839152689772,0.5228950461210817,0.5428447805091717,0.45715521949082827,0.8652723915182796,0.730741892091138,0.11705945105518256
66,3.4011442103967075e-08,3.4813912260659146e-12,84.89942629527503,0.5226844993009117,0.5428232961397667,0.45717670386023335,0.8657497612097348,0.731012610836169,0.1177804272321706
67,3.4011442103967075e-08,3.4343959676322882e-12,84.17988117489355,0.5225994732813871,0.5428542857150298,0.45714571428497025,0.8663044382570063,0.7315787131935453,0.11804234808523585
68,3.4011442103967075e-08,2.8563028366863547e-12,83.69098310163709,0.5224535097777319,0.5428691294611642,0.4571308705388358,0.8667916358212225,0.7319510727000248,0.1185245669075632
69,3.4011442103967075e-08,3.0777885560751508e-12,83.12527876661645,0.522288405654061,0.5427790253179622,0.4572209746820378,0.8673422894241868,0.7325291021730855,0.1188450835235128
70,3.4011442103967075e-08,3.096836408163535e-12,82.61314168749908,0.5219882755238866,0.5426900930494549,0.4573099069505451,0.8678087935448587,0.7328624900409865,0.11944222689974107
71,3.4011442103967075e-08,2.9370202519665525e-12,82.09830374185931,0.5217894474506647,0.5426074107793201,0.4573925892206799,0.8683084099420628,0.7332272806253232,0.1201449484573409
72,3.4011442103967075e-08,3.0831031202772146e-12,81.58855779120275,0.5217204370519695,0.542695952422929,0.45730404757707094,0.8688714246324352,0.7338531973848554,0.12022207953410431
73,3.4011442103967075e-08,3.239196759783649e-12,81.01742459088479,0.5215247339779339,0.5426341034807022,0.45736589651929777,0.8693916957386045,0.7343570187687727,0.1207999190971275
74,3.4011442103967075e-08,2.9237932803667315e-12,80.60507291136022,0.521336322568666,0.542662228473378,0.457337771526622,0.8700359407427012,0.7352112019223466,0.12086166330889322
75,3.4011442103967075e-08,3.6016216045527462e-12,79.89617349368831,0.5212440048843737,0.5427084524196738,0.45729154758032614,0.8704953150589144,0.7356693229366698,0.12146307162562532
76,3.4011442103967075e-08,2.9961659439079794e-12,79.45682817229209,0.5211859319828303,0.5428162648915977,0.4571837351084023,0.8710245934952294,0.7361755244838147,0.12161692707423775
77,3.4011442103967075e-08,3.1570767622026438e-12,78.98613050119198,0.5209945257826756,0.5427525930331789,0.4572474069668211,0.8714926014891359,0.7365525417556072,0.12187191593173183
78,3.4011442103967075e-08,3.0150049040090904e-12,78.55257500330374,0.5208407497810548,0.5427019420047026,0.4572980579952974,0.8718154464429065,0.7366372432031233,0.1227897964877142
79,3.4011442103967075e-08,3.1737945486308733e-12,78.10278429778495,0.5207255154360637,0.5428153534335017,0.45718464656649827,0.8722820711986021,0.737190775466815,0.1227374615023591
80,3.4011442103967075e-08,3.2228806909947626e-12,77.60850582009701,0.520714577938912,0.5427635305303306,0.4572364694696694,0.87277799224002,0.7376373710679622,0.1232950973672707
81,3.4011442103967075e-08,3.1458306999347345e-12,77.14518724424543,0.5204274686386801,0.542678764927405,0.45732123507259503,0.8733042663129877,0.7381789136254315,0.12373035788086557
82,3.4011442103967075e-08,2.6159557217862834e-12,76.8934297739844,0.520306114503616,0.5426679576385527,0.4573320423614473,0.8737192251490581,0.738603468537114,0.12400439791617787
83,3.4011442103967075e-08,2.8675950608052596e-12,76.61882556704725,0.5201604114165596,0.5426601451405872,0.4573398548594128,0.8740835724921069,0.738924289330841,0.12430333112813644
84,3.4011442103967075e-08,3.4868907521189616e-12,76.06896299220935,0.5200265572847507,0.5426564993082033,0.4573435006917967,0.8745073631804475,0.7393357137694808,0.12485012603647318
85,3.4011442103967075e-08,3.399503996546921e-12,75.59375563580996,0.5198253854621392,0.5426469941023453,0.4573530058976547,0.8749331736452362,0.7397599263872218,0.12519379921832188
86,3.4011442103967075e-08,3.0182024189363505e-12,75.19108469393922,0.519748432357179,0.5426972545059233,0.4573027454940767,0.8752752243448831,0.7400807923823658,0.1254258288225387
87,3.4011442103967075e-08,2.9393809258821753e-12,74.83826863847679,0.5197458281911905,0.5428217336401735,0.45717826635982645,0.8757689346561075,0.7406537174034387,0.1256427094628311
88,3.4011442103967075e-08,3.3482826645961806e-12,74.42515874726294,0.5196760365426988,0.5429636606865467,0.4570363393134533,0.8761018983371792,0.7409773703028287,0.1257824962887449
89,3.4011442103967075e-08,3.3238801513769793e-12,73.94860292248045,0.5195592396981147,0.542907671117794,0.457092328882206,0.8765747074256739,0.7414573244689614,0.1262657334152645
90,3.4011442103967075e-08,3.4642451562324876e-12,73.45332496699791,0.519474474095189,0.5429747283919978,0.45702527160800216,0.8770963800574189,0.7421831888606233,0.12637727857840947
