epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,10.815017787229294,6.105505708502082,0.5464030752333883,1.8649296018028654,0.47027587890625,2.0254090051398857e-09
2,820,7.8360313178246646,4.02986675990756,0.5531759106717921,2.751226521356873,0.47027587890625,1.793282057639842e-09
3,1230,6.362044610871207,2.9860483609820467,0.5692842760388065,3.4640803528821804,0.47027587890625,1.7934905181475086e-09
4,1640,5.420761859848057,2.2117054000259557,0.5738605161998902,4.085969884501583,0.47027587890625,1.7936377458479075e-09
5,2050,4.772187507896182,1.8096896595250507,0.5883214351089145,4.6492414084690825,0.47027587890625,1.7943051196834071e-09
6,2460,4.239380813686491,2.101154252676743,0.57111477210324,5.170618934878717,0.47027587890625,1.7942661283549857e-09
7,2870,3.736815944334,1.8404475265690068,0.5852095917993776,5.660097758667823,0.47027587890625,1.7951569914563644e-09
8,3280,3.2161608956580623,1.5015310880663455,0.5989383122826286,6.124222070526848,0.47027587890625,1.7951247143848821e-09
9,3690,2.997868518193011,1.5546909606698973,0.6251144060040271,6.56755589917412,0.47027587890625,1.7958550632025552e-09
10,4100,2.818713436611042,2.3862080065164943,0.6011349075599487,6.993433800032892,0.47027587890625,1.7956772918091423e-09
