global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.40004698320293e-08
3,1.7041604030175794e-08
4,1.142105447034195e-08
5,8.624358012738174e-09
6,6.954186950260938e-09
7,5.853545387795333e-09
8,5.0772272251135055e-09
9,4.501815902771343e-09
10,4.059887113708452e-09
11,3.7131560796343563e-09
12,3.432885995267954e-09
13,3.20459428824492e-09
14,3.01188267730338e-09
15,2.853956120089315e-09
16,2.720031709655189e-09
17,2.6061197778754668e-09
18,2.5081506163405366e-09
19,2.4236484367710013e-09
20,2.350859497304049e-09
21,2.287714198065061e-09
22,2.2324121222125966e-09
23,2.1833700204760633e-09
24,2.1410744222842156e-09
25,2.1047793919536424e-09
26,2.0705410868715536e-09
27,2.0412440120620874e-09
28,2.0149429547087254e-09
29,1.990949316722148e-09
30,1.9707373137417374e-09
31,1.9513019022172095e-09
32,1.932961681940148e-09
33,1.9186637308509777e-09
34,1.9056873031838304e-09
35,1.894020899952074e-09
36,1.8835532694729086e-09
37,1.8748250073192703e-09
38,1.865921001609758e-09
39,1.858817009833722e-09
40,1.8523531311003363e-09
41,1.845492422987139e-09
42,1.8406674293094369e-09
43,1.83685664903226e-09
44,1.8319994609296312e-09
45,1.8272745635223674e-09
46,1.8235924601742052e-09
47,1.8205389438703585e-09
48,1.817022266545024e-09
49,1.8149941094324015e-09
50,1.8139826614879745e-09
51,1.8113148827317839e-09
52,1.8103710222196232e-09
53,1.8077061308405115e-09
54,1.8072412382725357e-09
55,1.8050633380581527e-09
56,1.8030087357609048e-09
57,1.802193465936451e-09
58,1.8012669719204e-09
59,1.8005245589121007e-09
60,1.7979067984992852e-09
61,1.7980122667232111e-09
62,1.7973476366223069e-09
63,1.796457748370563e-09
64,1.7968019051546438e-09
65,1.7967331499982187e-09
66,1.7964487698093459e-09
67,1.7956006119425697e-09
68,1.7950771508014901e-09
69,1.7945008794032483e-09
70,1.7943853573188891e-09
71,1.7941331747008955e-09
72,1.7952161724358203e-09
73,1.7947256676610695e-09
74,1.794870527746032e-09
75,1.7944696646483187e-09
76,1.7938891515533724e-09
77,1.794384625136946e-09
78,1.79401130901544e-09
79,1.7948702670594031e-09
80,1.7941771657992314e-09
81,1.7941880469358767e-09
82,1.7929661112911842e-09
83,1.7940982741074977e-09
84,1.795310968376659e-09
85,1.7934899083910888e-09
86,1.7930310545006151e-09
87,1.7931443261732457e-09
88,1.7935382292216956e-09
89,1.793330242318156e-09
90,1.7931441264356044e-09
91,1.7923559092225286e-09
92,1.791380370263656e-09
93,1.7909593691841421e-09
94,1.7912421910882702e-09
95,1.7922679110592112e-09
96,1.7932686559171606e-09
97,1.7933345298990113e-09
98,1.7928107713089867e-09
99,1.7932252139761616e-09
100,1.7935380088819703e-09
101,1.7933161547370286e-09
102,1.7930683713490142e-09
103,1.7919682413749245e-09
104,1.7933497479172932e-09
105,1.7926652845144398e-09
106,1.7929078440069738e-09
107,1.7930239016571448e-09
108,1.7932861497555569e-09
109,1.7933550176661906e-09
110,1.7939425559941206e-09
111,1.7931974924870363e-09
112,1.794349426217541e-09
113,1.79408007849564e-09
114,1.7942953562891918e-09
115,1.7938027869302078e-09
116,1.794448459193226e-09
117,1.7928928886413962e-09
118,1.7923344431528559e-09
119,1.7920535798543083e-09
120,1.7912525717185881e-09
121,1.7919823933646239e-09
122,1.7915553051592424e-09
123,1.790708865258227e-09
124,1.7917516909947569e-09
125,1.7924185092286122e-09
126,1.7933420300056876e-09
127,1.792973011254261e-09
128,1.792311431289997e-09
129,1.7926217299320407e-09
130,1.7926569249536946e-09
131,1.7925132321542634e-09
132,1.7928029960340718e-09
133,1.792285623312431e-09
134,1.7924973329588965e-09
135,1.7926025062954084e-09
136,1.792780622699821e-09
137,1.7931389125569852e-09
138,1.7943984071894753e-09
139,1.79438115712981e-09
140,1.793078939900682e-09
141,1.7924917756421058e-09
142,1.7935772998203636e-09
143,1.7932200334987458e-09
144,1.7927589280412302e-09
145,1.7935424679929184e-09
146,1.7932708261876976e-09
147,1.7930456712388761e-09
148,1.7928733010000132e-09
149,1.7937223590028723e-09
150,1.7937852385605365e-09
151,1.7932912083568396e-09
152,1.7933764939223864e-09
153,1.7931100617903457e-09
154,1.7920607212512009e-09
155,1.7925303565167252e-09
156,1.7925580239017197e-09
157,1.7927582898132313e-09
158,1.7932485041662113e-09
159,1.7940095398632645e-09
160,1.7936426315327472e-09
161,1.7938283699040257e-09
162,1.7925867119821457e-09
163,1.793133002596548e-09
164,1.794390766973583e-09
165,1.7942254918563013e-09
166,1.7950216049713916e-09
167,1.794087271549905e-09
168,1.793199999623179e-09
169,1.7933504947454774e-09
170,1.7932801253938187e-09
171,1.7930773147896998e-09
172,1.7923757506237393e-09
173,1.7936142982154094e-09
174,1.7933427931709317e-09
175,1.7946121067604693e-09
176,1.7940485242697674e-09
177,1.793694355921074e-09
178,1.7945599134412598e-09
179,1.7938340685295975e-09
180,1.794859896526763e-09
181,1.7942131601204275e-09
182,1.7933254479440755e-09
183,1.7939284033826117e-09
184,1.794632233774827e-09
185,1.7937169194840205e-09
186,1.7934872115568604e-09
187,1.7931512373657196e-09
188,1.7940664348937498e-09
189,1.7935207588588348e-09
190,1.7939878853835166e-09
191,1.7937986103187718e-09
192,1.7939521313018369e-09
193,1.793797395698591e-09
194,1.7947566152574052e-09
195,1.7938743016059454e-09
196,1.7938678739304518e-09
197,1.7940514551469515e-09
198,1.7940213195409045e-09
199,1.7923263703831115e-09
200,1.793072880160172e-09
201,1.7927204574085132e-09
202,1.7929124792768076e-09
203,1.7933972490897498e-09
204,1.7946944368285745e-09
205,1.793822451343321e-09
206,1.7928415791818187e-09
207,1.7936544046724156e-09
208,1.7934296979888898e-09
209,1.7929735061610688e-09
210,1.7933230849296764e-09
211,1.7927359392006464e-09
212,1.7930122852061536e-09
213,1.7931725188293829e-09
214,1.7925429033218895e-09
215,1.792520176084869e-09
216,1.7926336328319387e-09
217,1.7924707094515701e-09
218,1.7914495772695422e-09
219,1.7910720014599437e-09
220,1.7914236361116612e-09
221,1.792118865785466e-09
222,1.7918432430236442e-09
223,1.7915402171016083e-09
224,1.792613916932666e-09
225,1.7937786711222275e-09
226,1.793391002068299e-09
227,1.7926759388909555e-09
228,1.792872667322856e-09
229,1.793515360211324e-09
230,1.7933365054252252e-09
231,1.7926480781053698e-09
232,1.792462747306765e-09
233,1.7926706352736611e-09
234,1.7931593551111375e-09
235,1.7934889652876537e-09
236,1.7943573095050695e-09
237,1.7951629642743412e-09
238,1.7937678042176945e-09
239,1.7932757561165642e-09
240,1.7940094970718304e-09
241,1.7941795440644956e-09
242,1.793358307059334e-09
243,1.7940773966193652e-09
244,1.7939249153913408e-09
245,1.7937912721700822e-09
246,1.794145377583043e-09
247,1.794300662604132e-09
248,1.7918741813728317e-09
249,1.7928200998059807e-09
250,1.7939363238952887e-09
251,1.7940220704728873e-09
252,1.793533319787506e-09
253,1.7934901009236518e-09
254,1.7929357822344363e-09
255,1.794112451258592e-09
256,1.7940360812412948e-09
257,1.7941597290754772e-09
258,1.793771667571138e-09
259,1.7932043154267703e-09
260,1.7935604658725282e-09
261,1.7930710473819084e-09
262,1.7936482034692209e-09
263,1.7939102098467629e-09
264,1.7945219510512561e-09
265,1.7939437518682102e-09
266,1.7947381354532627e-09
267,1.7943652766800599e-09
268,1.7937776689678278e-09
269,1.7938341326106633e-09
270,1.7939063570812963e-09
271,1.7933650835654524e-09
272,1.7932088087886694e-09
273,1.7930016850393507e-09
274,1.793927352055369e-09
275,1.794636085927753e-09
276,1.7942114637751076e-09
277,1.7947428183435763e-09
278,1.7939613525354555e-09
279,1.7940565485069227e-09
280,1.7938514990316732e-09
281,1.7933921069746846e-09
282,1.7935827839331935e-09
283,1.793270256442118e-09
284,1.7930680485827932e-09
285,1.7938187566426893e-09
286,1.792725333897122e-09
287,1.7924569573225137e-09
288,1.7926840124393556e-09
289,1.7931829188592919e-09
290,1.7937678072967372e-09
291,1.7935739391908178e-09
292,1.7939141518611046e-09
293,1.7936329097043256e-09
294,1.7939659179055956e-09
295,1.793488547418757e-09
296,1.7944543805532778e-09
297,1.793899860526528e-09
298,1.794699668151778e-09
299,1.7953186090682358e-09
300,1.793560751179852e-09
301,1.7934094532032771e-09
302,1.793725484637829e-09
303,1.7929247784093675e-09
304,1.7930727864096196e-09
305,1.7936266053922013e-09
306,1.7928442338761812e-09
307,1.791997841093777e-09
308,1.7932363831430211e-09
309,1.792367501034475e-09
310,1.7930693866301696e-09
311,1.7935935233776423e-09
312,1.7936432119122952e-09
313,1.7952541968942864e-09
314,1.795126380633732e-09
315,1.7947022730162883e-09
316,1.7936830557016316e-09
317,1.7936452141777825e-09
318,1.7930273854804234e-09
319,1.7933269343724439e-09
320,1.794497852659748e-09
321,1.7932860662271945e-09
322,1.7941779865365444e-09
323,1.7939011678112725e-09
324,1.7947094344986586e-09
325,1.796019961788401e-09
326,1.7953092753409236e-09
327,1.7949901967213928e-09
328,1.7962181535028794e-09
329,1.7948603599173947e-09
330,1.7938403901506316e-09
331,1.79419407821821e-09
332,1.794547216917234e-09
333,1.7935454226086528e-09
334,1.793677323531739e-09
335,1.7934692206776736e-09
336,1.7946450405558977e-09
337,1.7937225108510792e-09
338,1.7944974558899494e-09
339,1.7938363420578286e-09
340,1.7935999795799432e-09
341,1.793135604226825e-09
342,1.794007628629212e-09
343,1.7948976929502812e-09
344,1.7960882192165449e-09
345,1.7948482848859361e-09
346,1.794942296459331e-09
347,1.793610526221228e-09
348,1.7943570225705096e-09
349,1.7940883833397903e-09
350,1.7942370306129322e-09
351,1.7938524131002435e-09
352,1.7938454171876428e-09
353,1.7945215480030597e-09
354,1.7944670750701573e-09
355,1.7946345152856958e-09
356,1.7931732899332127e-09
357,1.7926759814477389e-09
358,1.7920896314194574e-09
359,1.792818754958558e-09
360,1.7920301286348276e-09
361,1.7919775379377044e-09
362,1.7915791833703102e-09
363,1.791310915372137e-09
364,1.7914540013332974e-09
365,1.7907716547871975e-09
366,1.793302832516936e-09
367,1.7910329976473154e-09
368,1.7924067245655743e-09
369,1.7929687055906187e-09
370,1.7930147390658863e-09
371,1.7934896148134838e-09
372,1.7933605608920511e-09
373,1.7925122529927245e-09
374,1.7933794879902411e-09
375,1.7933056291443022e-09
376,1.793448745881311e-09
377,1.7935738210257769e-09
378,1.7946414695225648e-09
379,1.7937713727644256e-09
380,1.7946615187469732e-09
381,1.7942691539109397e-09
382,1.7948969372668008e-09
383,1.7949569493096717e-09
384,1.7956139918187716e-09
385,1.7951314378112499e-09
386,1.7941362528587445e-09
387,1.7953158444611375e-09
388,1.7947347631406848e-09
389,1.7956528103887002e-09
390,1.7945519120279377e-09
391,1.795329135531243e-09
392,1.7950872024887952e-09
393,1.7950791393159397e-09
394,1.7949355247889865e-09
395,1.794591297339096e-09
396,1.7946286760718125e-09
397,1.7949270943084705e-09
398,1.7940387100031797e-09
399,1.7928891328530738e-09
400,1.793437539894428e-09
401,1.7931074702551365e-09
402,1.7937083069834019e-09
403,1.793765945757688e-09
404,1.793405317171863e-09
405,1.793504419863675e-09
406,1.7930006261131588e-09
407,1.7933829971662976e-09
408,1.7926504692492e-09
409,1.7926552465877565e-09
410,1.7939795174722671e-09
411,1.7932252400335836e-09
412,1.7922313881003515e-09
413,1.792675572536518e-09
414,1.7932078684989924e-09
415,1.7929471637209043e-09
416,1.792667411707695e-09
417,1.7924328944706528e-09
418,1.7933872709984982e-09
419,1.7933419242376275e-09
420,1.7930305259530921e-09
421,1.7931626033531167e-09
422,1.7927624502558458e-09
423,1.7927698999774688e-09
424,1.7929631878088491e-09
425,1.7928169212418787e-09
426,1.7924357687653565e-09
427,1.7910267508121755e-09
428,1.7928829159092166e-09
429,1.7934524841795326e-09
430,1.7930979982755236e-09
431,1.7934051368214547e-09
432,1.7937636080598299e-09
433,1.7936895701013333e-09
434,1.7942250241332245e-09
435,1.7936097428812343e-09
436,1.793312498773163e-09
437,1.793128659376937e-09
