global_step,predictor_x_gap_mse
1,2.6773123903431257e-11
2,1.2414526986858293e-06
3,6.224702224556873e-07
4,4.1687384483565266e-07
5,3.1463800722906745e-07
6,2.537706446554753e-07
7,2.135503244908468e-07
8,1.851726285118331e-07
9,1.6412030525622528e-07
10,1.479772687713461e-07
11,1.3529892683820284e-07
12,1.2510809002634386e-07
13,1.1682755296998406e-07
14,1.098842682835918e-07
15,1.0414646363775647e-07
16,9.923493313640827e-08
17,9.509424124524063e-08
18,9.15305854785414e-08
19,8.845477648543878e-08
20,8.578078473620602e-08
21,8.345724203628607e-08
22,8.14310584966004e-08
23,7.964507897114149e-08
24,7.807463603898294e-08
25,7.669508261221927e-08
26,7.54859125555033e-08
27,7.438763053601668e-08
28,7.341449016022833e-08
29,7.257344252633436e-08
30,7.181828567090531e-08
31,7.114454215384614e-08
32,7.054413693172162e-08
33,7.001296210567305e-08
34,6.953645787002385e-08
35,6.917187183074707e-08
36,6.871908951865949e-08
37,6.836495756827002e-08
38,6.812628821015634e-08
39,6.786819473620448e-08
40,6.757229549269268e-08
41,6.730607814543005e-08
42,6.712468706776505e-08
43,6.697649656379334e-08
44,6.683508957080236e-08
45,6.664306308860213e-08
46,6.653973282174252e-08
47,6.640050580030765e-08
48,6.629640445465786e-08
49,6.621576079757633e-08
50,6.61374691239992e-08
51,6.606673618018438e-08
52,6.598339635905692e-08
53,6.590834443642788e-08
54,6.58537385577488e-08
55,6.579864524869846e-08
56,6.57486271244244e-08
57,6.572367040176452e-08
58,6.567014126288893e-08
59,6.563520321017286e-08
60,6.560937529297674e-08
61,6.559014692332726e-08
62,6.555273344469714e-08
63,6.553248516533913e-08
64,6.551315340175531e-08
65,6.548512886312583e-08
66,6.546854036469353e-08
67,6.54671256589957e-08
68,6.547285430483053e-08
69,6.544106189192746e-08
70,6.543045088557982e-08
71,6.54136047134866e-08
72,6.541309683482229e-08
73,6.540215437140981e-08
74,6.539398564985119e-08
75,6.540449907780988e-08
76,6.539646788226893e-08
77,6.539429566114015e-08
78,6.537781001336914e-08
79,6.53762043656668e-08
80,6.536762167958731e-08
81,6.537059316585265e-08
82,6.537696012887118e-08
83,6.541648889597943e-08
84,6.537469612004448e-08
85,6.537987565966885e-08
86,6.537159764754407e-08
87,6.537067436477498e-08
88,6.53958957585664e-08
89,6.540702891796858e-08
90,6.540616714739773e-08
91,6.538005147757085e-08
92,6.54019253418089e-08
93,6.542219644661372e-08
94,6.540046498062466e-08
95,6.536088037927795e-08
96,6.534983306780533e-08
97,6.535403841874263e-08
98,6.539703126762658e-08
99,6.538512247707325e-08
100,6.537629933890118e-08
101,6.53597737201658e-08
102,6.535080560848618e-08
103,6.534507330863484e-08
104,6.53416094881588e-08
105,6.535998300356684e-08
106,6.536610723846035e-08
107,6.534353366141456e-08
108,6.536045544598861e-08
109,6.537940836243455e-08
110,6.538501375788926e-08
111,6.534104826506883e-08
112,6.535296011348606e-08
113,6.53669251725066e-08
114,6.535825462590886e-08
115,6.535808421656863e-08
116,6.535734145412916e-08
117,6.533982618797156e-08
118,6.533355574972942e-08
119,6.533668316544774e-08
120,6.531850710867991e-08
121,6.534750652891853e-08
122,6.534730646418615e-08
123,6.540759496121556e-08
124,6.535376474327816e-08
125,6.536181833396948e-08
126,6.535275011390136e-08
127,6.53504344140513e-08
128,6.534359978864921e-08
129,6.535130454602667e-08
130,6.535255223398594e-08
131,6.535991057614745e-08
132,6.53580580623891e-08
133,6.536935613204131e-08
134,6.534392011512551e-08
135,6.535451508372911e-08
136,6.535160454646585e-08
137,6.533462976270952e-08
138,6.533861243641272e-08
139,6.533148124698675e-08
140,6.534231868166147e-08
141,6.532268466972072e-08
142,6.53381299835886e-08
143,6.537275719536874e-08
144,6.535800202356848e-08
145,6.534656980264447e-08
146,6.535701779241952e-08
147,6.535270577309433e-08
148,6.535640251522376e-08
149,6.535751219424911e-08
150,6.535217945022746e-08
151,6.534345598785926e-08
152,6.534989243085341e-08
153,6.53480950573341e-08
154,6.533944126550766e-08
155,6.534502858302126e-08
156,6.534804796182168e-08
157,6.533400740048465e-08
158,6.53446735122124e-08
159,6.534845375627697e-08
160,6.535771353871085e-08
161,6.536537742874686e-08
162,6.534853599165073e-08
163,6.534126958732547e-08
164,6.534538502909088e-08
165,6.533969475301542e-08
166,6.53371294530191e-08
167,6.53487066966041e-08
168,6.534319241046354e-08
169,6.53477924409103e-08
170,6.537054580193067e-08
171,6.535687381683953e-08
172,6.535743972799817e-08
173,6.53791373645729e-08
174,6.535713505929336e-08
175,6.536186672743165e-08
176,6.535440604774389e-08
177,6.535865146218522e-08
178,6.53474195791483e-08
179,6.534486892192869e-08
180,6.535127990008954e-08
181,6.534118922733086e-08
182,6.534370521196917e-08
183,6.537987600126573e-08
184,6.533305104330572e-08
185,6.53365253179467e-08
186,6.533434467714425e-08
187,6.533865138745708e-08
188,6.532782013842074e-08
189,6.536666101541287e-08
190,6.534620765435422e-08
191,6.535709569229952e-08
192,6.535772146385282e-08
193,6.53538475885899e-08
194,6.53410610315952e-08
195,6.534447455152849e-08
196,6.535685269644988e-08
197,6.534727896674881e-08
198,6.53598460339382e-08
199,6.536481538561169e-08
200,6.533732995269798e-08
201,6.534544521217625e-08
202,6.53517718894582e-08
203,6.53471799900933e-08
204,6.533880486236758e-08
205,6.533484578763981e-08
206,6.533965120649512e-08
207,6.534574018195823e-08
208,6.533660540976018e-08
209,6.532761015123658e-08
210,6.533505864741574e-08
211,6.535103113065776e-08
212,6.536159079584642e-08
213,6.534243406194364e-08
214,6.534324767772499e-08
215,6.534518131578904e-08
216,6.535070429729804e-08
217,6.534668731305256e-08
