global_step,predictor_x_gap_mse
1,2.6773123903431257e-11
2,1.2414549135583143e-06
3,6.224683669898717e-07
4,4.1687345558570077e-07
5,3.1464167572697715e-07
6,2.537735395091317e-07
7,2.1355296960905353e-07
8,1.8517779827981127e-07
9,1.6411880868926965e-07
10,1.4797984095872894e-07
11,1.3530226452307478e-07
12,1.2511080212561365e-07
13,1.1682500072753235e-07
14,1.0988986437650345e-07
15,1.0413423187104096e-07
16,9.923652338691968e-08
17,9.508950817254325e-08
18,9.158037980536545e-08
19,8.845397673774383e-08
20,8.578242899811701e-08
21,8.345290996539466e-08
22,8.142777968649417e-08
23,7.964093279004631e-08
24,7.806312583415044e-08
25,7.668128619995865e-08
26,7.547326489194456e-08
27,7.439497579322566e-08
28,7.340920276961806e-08
29,7.257494685985653e-08
30,7.18233623088259e-08
31,7.113494382229123e-08
32,7.053746082542322e-08
33,7.000187632546344e-08
34,6.958267454399787e-08
35,6.910167110050854e-08
36,6.870620860886823e-08
37,6.835960995968904e-08
38,6.805615121390268e-08
39,6.778816309700178e-08
40,6.753324593854806e-08
41,6.731019391259457e-08
42,6.713670108008408e-08
43,6.694532495973466e-08
44,6.677803560654068e-08
45,6.671402829433992e-08
46,6.6519951399789e-08
47,6.63983151609302e-08
48,6.630437908103839e-08
49,6.62080396676805e-08
50,6.612696633076381e-08
51,6.604271325313395e-08
52,6.59855613549953e-08
53,6.590637024259438e-08
54,6.585395927030821e-08
55,6.579102194719203e-08
56,6.574598771679058e-08
57,6.571209694138239e-08
58,6.567141259430893e-08
59,6.563886648431389e-08
60,6.559718667426991e-08
61,6.558180634908255e-08
62,6.554995930751978e-08
63,6.554339885105874e-08
64,6.551451640464243e-08
65,6.548862157821119e-08
66,6.547284233877529e-08
67,6.546190202684266e-08
68,6.545168147470045e-08
69,6.544274217989188e-08
70,6.54317648787672e-08
71,6.541537851240984e-08
72,6.541513703340754e-08
73,6.540056840406297e-08
74,6.539335864388084e-08
75,6.541405704312003e-08
76,6.539775078318385e-08
77,6.538720863766787e-08
78,6.539284694240825e-08
79,6.537021552378889e-08
80,6.536718506351327e-08
81,6.536724680393735e-08
82,6.536970534152342e-08
83,6.53758244817137e-08
84,6.537884196487253e-08
85,6.537680776603598e-08
86,6.537439218053588e-08
87,6.536474239341875e-08
88,6.535635672252261e-08
89,6.535890862434038e-08
90,6.535342477970254e-08
91,6.540370518882474e-08
92,6.538380585379523e-08
93,6.535899099821701e-08
94,6.53562640206724e-08
95,6.541483258315899e-08
96,6.539025693865863e-08
97,6.536325430150165e-08
98,6.535603899344156e-08
99,6.538031011191777e-08
100,6.536700176212406e-08
101,6.535898893802804e-08
102,6.536036556623877e-08
103,6.538947629181079e-08
104,6.53776719022619e-08
105,6.535257645562617e-08
106,6.540768283517254e-08
107,6.53724183691738e-08
108,6.534861559627552e-08
109,6.54266162378756e-08
110,6.542367615029323e-08
111,6.534035693747346e-08
112,6.53708579838995e-08
113,6.537665961179875e-08
114,6.536662781649036e-08
115,6.5353899874977e-08
116,6.536578951803538e-08
117,6.534385446642268e-08
118,6.534564375303348e-08
119,6.532976763860718e-08
120,6.53238903179211e-08
121,6.533324231211119e-08
122,6.535732551203816e-08
123,6.535964436140579e-08
124,6.536457963812701e-08
125,6.536802906219512e-08
126,6.535231901347005e-08
127,6.536200217404748e-08
128,6.535641238991684e-08
129,6.535226654814419e-08
130,6.535283867868373e-08
131,6.536248288517777e-08
132,6.537394093248009e-08
133,6.535373020885208e-08
134,6.534594852405695e-08
135,6.533930113307637e-08
136,6.535143765488895e-08
137,6.536343372200932e-08
138,6.535119166244966e-08
139,6.53301428160465e-08
140,6.540608706298757e-08
141,6.532934356097014e-08
142,6.53305445336287e-08
143,6.534998640160298e-08
144,6.535578842941643e-08
145,6.534924395825351e-08
146,6.535839102913796e-08
147,6.534950870077049e-08
148,6.535437464484257e-08
149,6.534240701233726e-08
150,6.534056948688923e-08
151,6.53445898582139e-08
152,6.536509657504088e-08
153,6.5346022443063e-08
154,6.534618404325079e-08
155,6.534221768236141e-08
156,6.532989302169062e-08
157,6.533624955969869e-08
158,6.534989610838908e-08
159,6.535483841311519e-08
160,6.534302200420192e-08
161,6.534733679469171e-08
162,6.534152858741432e-08
163,6.533903429949308e-08
164,6.534179764582057e-08
165,6.534000416909488e-08
166,6.533759221461807e-08
167,6.534820462371219e-08
168,6.53410027649205e-08
169,6.53455291234915e-08
170,6.534957547653479e-08
171,6.534320508116224e-08
172,6.53660210152178e-08
173,6.539696256533433e-08
174,6.53488758469558e-08
175,6.537667361597694e-08
176,6.538483780502507e-08
177,6.536612268087814e-08
178,6.534981730415616e-08
179,6.535004566931804e-08
180,6.534958450853214e-08
181,6.53563995509189e-08
182,6.534525053350869e-08
183,6.534818253548488e-08
184,6.536558187601411e-08
185,6.535968639766056e-08
186,6.533891965704297e-08
187,6.533756131663162e-08
188,6.534744736845669e-08
189,6.533907518116875e-08
190,6.536137623234445e-08
191,6.534991996333274e-08
192,6.537982321487091e-08
193,6.536912259545878e-08
194,6.534273209658195e-08
195,6.534753348717605e-08
196,6.537172844555864e-08
197,6.536030371824415e-08
198,6.53606710506025e-08
199,6.535601998453565e-08
200,6.533985960502538e-08
201,6.535816283721913e-08
202,6.535901686830424e-08
203,6.533730495202949e-08
204,6.53589651390853e-08
205,6.534800451799368e-08
206,6.533310027630867e-08
207,6.532682817460466e-08
208,6.532727504454e-08
209,6.534798606724058e-08
210,6.534222298000127e-08
211,6.534088551228977e-08
212,6.533658014354985e-08
213,6.537364480670139e-08
214,6.536032506716951e-08
215,6.535215843404666e-08
216,6.535425082092645e-08
217,6.536725940185892e-08
218,6.53582939110504e-08
219,6.535349167970529e-08
220,6.535507847877784e-08
221,6.535049081275771e-08
222,6.535144256606984e-08
223,6.533770636458436e-08
224,6.535625712221813e-08
225,6.534655956600482e-08
226,6.534821152775218e-08
227,6.536505145111055e-08
228,6.534299489913917e-08
229,6.532881904178674e-08
230,6.532976493530768e-08
231,6.533543961500407e-08
232,6.534841168942041e-08
233,6.534686615713033e-08
234,6.534247412087809e-08
235,6.533382229081928e-08
236,6.534615326808248e-08
237,6.534070548247998e-08
238,6.53509615343039e-08
239,6.533907460295992e-08
240,6.533317618746046e-08
241,6.534346180139937e-08
242,6.535253385891081e-08
243,6.535195255722367e-08
244,6.534424963600353e-08
245,6.534689618193319e-08
246,6.535007273716736e-08
247,6.535492807467946e-08
248,6.536128336080947e-08
249,6.535404379670692e-08
250,6.53556456549259e-08
251,6.535018524481261e-08
252,6.534205463567313e-08
253,6.535472636388693e-08
254,6.535614383730617e-08
255,6.53499748676066e-08
256,6.535560447253435e-08
257,6.536089270538019e-08
258,6.533890071983938e-08
259,6.533512920787527e-08
260,6.534129228493033e-08
261,6.534367544562655e-08
262,6.533913178556265e-08
263,6.533411839356514e-08
264,6.534629912132132e-08
265,6.53403943049576e-08
266,6.534186735806077e-08
267,6.53420412600255e-08
268,6.535172018803131e-08
269,6.533929437691019e-08
270,6.534268345368631e-08
271,6.535000177001535e-08
272,6.534037572567012e-08
273,6.535033824202732e-08
274,6.535600039374584e-08
275,6.535528103195038e-08
276,6.53648256739551e-08
277,6.536142693748186e-08
278,6.535279262783473e-08
279,6.535581504075378e-08
280,6.535862864363827e-08
281,6.534670718092264e-08
282,6.534406187989734e-08
283,6.535785632055889e-08
284,6.536693633357237e-08
285,6.533070364589992e-08
286,6.533688554584197e-08
287,6.534786873165684e-08
288,6.536239085835305e-08
289,6.536276355826368e-08
290,6.534256970992735e-08
291,6.532980885066072e-08
292,6.538935137121193e-08
293,6.535656652899838e-08
294,6.534645085288945e-08
295,6.534755489505111e-08
296,6.535379026182971e-08
297,6.537272067387146e-08
298,6.535510097317387e-08
299,6.53607804266587e-08
300,6.538406651016158e-08
301,6.536093858286822e-08
302,6.535872227435158e-08
303,6.535954903600523e-08
304,6.535639956541433e-08
305,6.53430149720701e-08
306,6.534969774333969e-08
307,6.534427404093978e-08
308,6.534622312113811e-08
309,6.534543808734626e-08
310,6.533394104336808e-08
311,6.533352065304434e-08
312,6.533259338846109e-08
313,6.533370866846183e-08
314,6.534219430194226e-08
315,6.534557960512088e-08
316,6.533514046973161e-08
317,6.534043821717982e-08
318,6.536625805839219e-08
319,6.534051086072723e-08
320,6.53354860191985e-08
321,6.535494498895112e-08
322,6.533227833296982e-08
323,6.532729863388638e-08
324,6.533055333718082e-08
325,6.532941065116786e-08
326,6.532583365285554e-08
327,6.534041164824182e-08
328,6.533018709799349e-08
329,6.533169651244474e-08
330,6.533502333152699e-08
331,6.533569192723398e-08
332,6.536070664223894e-08
333,6.533505436580279e-08
334,6.533924092893928e-08
335,6.534212733216589e-08
336,6.53366203039045e-08
337,6.533137680569534e-08
338,6.533663860957592e-08
339,6.534598067833871e-08
340,6.534478182168625e-08
341,6.534237868689119e-08
342,6.53451491168829e-08
343,6.533214541521039e-08
344,6.533665947017612e-08
345,6.534194485481048e-08
346,6.534819876484573e-08
347,6.533412003616426e-08
348,6.533281074685746e-08
349,6.532497071803484e-08
350,6.534231303210794e-08
351,6.534616142104267e-08
352,6.534236069922562e-08
353,6.53416345583881e-08
354,6.534684624116823e-08
355,6.538772020079965e-08
356,6.536157623094675e-08
357,6.534403243642743e-08
358,6.534262223114683e-08
359,6.533532922550708e-08
360,6.533580385211473e-08
361,6.534058641585765e-08
362,6.53493025831379e-08
363,6.533020185998717e-08
364,6.532924502918869e-08
365,6.533104639281858e-08
366,6.533122925824564e-08
367,6.534243867344518e-08
368,6.537205405168526e-08
369,6.534046757019468e-08
370,6.534321665971626e-08
371,6.534171688673324e-08
372,6.536329613306137e-08
373,6.534584838171799e-08
374,6.533759107627682e-08
375,6.534425891241679e-08
376,6.538708323744962e-08
377,6.534930922575966e-08
378,6.535822316073105e-08
379,6.535855062456957e-08
380,6.532829960012403e-08
381,6.534430275870885e-08
382,6.534085554246047e-08
383,6.534503257625391e-08
384,6.533859511250882e-08
385,6.533429762422477e-08
386,6.53358073029979e-08
387,6.533235732587375e-08
388,6.532421153535732e-08
389,6.533106479780278e-08
390,6.533917995668388e-08
391,6.534437425490793e-08
392,6.533849057053351e-08
393,6.53369071141446e-08
394,6.534306846013964e-08
395,6.53340818919087e-08
396,6.533803280303182e-08
397,6.53365918416333e-08
