global_step,predictor_x_gap_mse
1,2.6773123903431257e-11
2,1.2414530235238954e-06
3,6.224696475631822e-07
4,4.168731820995168e-07
5,3.146368192718836e-07
6,2.5377062853392063e-07
7,2.1355062251159536e-07
8,1.8517350612248522e-07
9,1.641216092596842e-07
10,1.479773735062821e-07
11,1.352977308679879e-07
12,1.2510848594474603e-07
13,1.1683096062798163e-07
14,1.0988575209395346e-07
15,1.0414773285087987e-07
16,9.923576095604755e-08
17,9.509498527426197e-08
18,9.153135420309702e-08
19,8.845408922933487e-08
20,8.578277840266587e-08
21,8.346052831218957e-08
22,8.14366556185114e-08
23,7.965824920454051e-08
24,7.80881178019908e-08
25,7.668428414150702e-08
26,7.54877634724114e-08
27,7.438176924489339e-08
28,7.342276670632073e-08
29,7.260489046304993e-08
30,7.183035160977924e-08
31,7.113975676743963e-08
32,7.054188333113097e-08
33,7.000864115340424e-08
34,6.957439232606884e-08
35,6.911009132338692e-08
36,6.870793936612636e-08
37,6.836086985593476e-08
38,6.807537365997462e-08
39,6.780597559423629e-08
40,6.753337095669264e-08
41,6.731344313276432e-08
42,6.714207669355274e-08
43,6.697728594918689e-08
44,6.680148864369503e-08
45,6.665632834687248e-08
46,6.651908554211647e-08
47,6.639874195186652e-08
48,6.629940359830603e-08
49,6.620903893622587e-08
50,6.61249307037513e-08
51,6.604065900098626e-08
52,6.597128161549219e-08
53,6.591982919701429e-08
54,6.586401589478132e-08
55,6.579392350103322e-08
56,6.574753032262783e-08
57,6.571338640706748e-08
58,6.568240736686724e-08
59,6.564662008797173e-08
60,6.560928472367008e-08
61,6.558040989313214e-08
62,6.554770971586339e-08
63,6.55629036088018e-08
64,6.55050990264008e-08
65,6.548940194721442e-08
66,6.546943696780463e-08
67,6.545654773713697e-08
68,6.544634562702859e-08
69,6.546562356612027e-08
70,6.544052656147895e-08
71,6.541368325718154e-08
72,6.542925677731697e-08
73,6.542178298656196e-08
74,6.539819100452071e-08
75,6.539819199242342e-08
76,6.53964640596877e-08
77,6.539780510258848e-08
78,6.538038094135402e-08
79,6.538221500406428e-08
80,6.536769332371227e-08
81,6.537030539677229e-08
82,6.538838732202503e-08
83,6.541944027367423e-08
84,6.537371432285997e-08
85,6.537686178226839e-08
86,6.538058196853766e-08
87,6.537626290575978e-08
88,6.539895663027399e-08
89,6.538868180166194e-08
90,6.536528939933415e-08
91,6.542686165716741e-08
92,6.545527858172889e-08
93,6.542009487652697e-08
94,6.538356002495014e-08
95,6.536192305614465e-08
96,6.540453926056854e-08
97,6.537489552114812e-08
98,6.541437485848995e-08
99,6.536561684926058e-08
100,6.534635413188905e-08
101,6.537709292515893e-08
102,6.538620386651704e-08
103,6.536115267180313e-08
104,6.534128613659421e-08
105,6.534545317156678e-08
106,6.533342337576873e-08
107,6.53363129652698e-08
108,6.533837382323193e-08
109,6.540759507171083e-08
110,6.538089915525796e-08
111,6.534270835984768e-08
112,6.537504099084703e-08
113,6.536577051044883e-08
