epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,11.016923572592752,6.360656531590715,0.562145341387516,1.8649296018028654,0.47027587890625,2.0253956689583658e-09
2,820,7.977939234931082,4.167114570641417,0.560497894929526,2.751226521356873,0.47027587890625,1.7932378590299193e-09
3,1230,6.4857983609781895,3.0974318287692486,0.5712978217096834,3.4640803528821804,0.47027587890625,1.7934683697983222e-09
4,1640,5.493039456004192,2.550649012747689,0.5883214351089145,4.085969884501583,0.47027587890625,1.7936286723090596e-09
5,2050,4.837464660934811,2.007184752915208,0.5809994508511807,4.6492414084690825,0.47027587890625,1.7943222510726663e-09
6,2460,4.285060838361278,1.804480172635085,0.5870400878638111,5.170618934878717,0.47027587890625,1.7941507033859198e-09
7,2870,3.7870794688214153,1.564942464840711,0.6176093721398499,5.660097758667823,0.47027587890625,1.7949332335794076e-09
8,3280,3.3185383169219973,1.7156840727134173,0.6337177375068643,6.124222070526848,0.47027587890625,1.7946948567877188e-09
9,3690,3.0245956026351886,1.7572663202622687,0.6463481603514553,6.56755589917412,0.47027587890625,1.7953567683385972e-09
10,4100,2.82356843882941,1.9073941857304608,0.638293977667948,6.993433800032892,0.47027587890625,1.7948447783600369e-09
