global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.4000432566706347e-08
3,1.7041961271325993e-08
4,1.1420903638026872e-08
5,8.624283611017542e-09
6,6.954160567306097e-09
7,5.853651160858284e-09
8,5.0768247037779614e-09
9,4.502072689313968e-09
10,4.05975934955735e-09
11,3.7134365302559206e-09
12,3.4328734153495504e-09
13,3.204884219842634e-09
14,3.0120266183966264e-09
15,2.8540000289325865e-09
16,2.7203776767599857e-09
17,2.6057144546388238e-09
18,2.5083705316571474e-09
19,2.42371236297763e-09
20,2.350925405297093e-09
21,2.2875924250761365e-09
22,2.2325132337437246e-09
23,2.1835636807397118e-09
24,2.141321088013255e-09
25,2.104662314499625e-09
26,2.070586895770334e-09
27,2.0417237581884344e-09
28,2.0150506000424097e-09
29,1.991250536771001e-09
30,1.9704326817264224e-09
31,1.951600451170933e-09
32,1.932707665765206e-09
33,1.918397490552467e-09
34,1.905462010474275e-09
35,1.893958513243612e-09
36,1.8836176514389587e-09
37,1.874921610101811e-09
38,1.8659168901405393e-09
39,1.8588105286981507e-09
40,1.8525410778952678e-09
41,1.8454851603796517e-09
42,1.84055566368547e-09
43,1.8369517773911683e-09
44,1.831672406265214e-09
45,1.8275773594082642e-09
46,1.8235352309821652e-09
47,1.8203391487234648e-09
48,1.817026423192417e-09
49,1.814889747987969e-09
50,1.813904198423141e-09
51,1.8115264542193145e-09
52,1.8105069221883616e-09
53,1.8077285269400314e-09
54,1.8073638616723523e-09
55,1.805227994391435e-09
56,1.8027394628180313e-09
57,1.8024586136572904e-09
58,1.8017905359535536e-09
59,1.8001695657680087e-09
60,1.7975015666238797e-09
61,1.7978941087044559e-09
62,1.7972406216808911e-09
63,1.7966113998106008e-09
64,1.7969447457662635e-09
65,1.7969826252692388e-09
66,1.7962623551841267e-09
67,1.7956864502637829e-09
68,1.7947656799362858e-09
69,1.7940822749960525e-09
70,1.7944936061173383e-09
71,1.793729577102931e-09
72,1.795405822022729e-09
73,1.7940735008698678e-09
74,1.7951489330555472e-09
75,1.7941451874966408e-09
76,1.7941316729004758e-09
77,1.7942818733060579e-09
78,1.7938970355090696e-09
79,1.794862774746045e-09
80,1.7940643000398869e-09
81,1.7941419501597914e-09
82,1.7929439555713779e-09
83,1.7939217255596593e-09
84,1.7948349567725924e-09
85,1.79353777600517e-09
86,1.7927365165964994e-09
87,1.792694174082241e-09
88,1.7936048674922939e-09
89,1.7932007319512354e-09
90,1.7924582839634973e-09
91,1.7925964469472173e-09
92,1.7915097352199013e-09
93,1.7908463575859433e-09
94,1.7910331628794023e-09
95,1.7922814944062213e-09
96,1.7929705162092332e-09
97,1.793426300284917e-09
98,1.793015825882331e-09
99,1.793003768695514e-09
100,1.7934896786044766e-09
101,1.793611260491474e-09
102,1.7927289196894727e-09
103,1.792482396852438e-09
104,1.7935047528415661e-09
105,1.7927977507822417e-09
106,1.7928878318875927e-09
107,1.792461322521497e-09
108,1.7929013533312469e-09
109,1.7931303720528247e-09
110,1.7935187079539055e-09
111,1.7931496150352855e-09
112,1.79452610671119e-09
113,1.7948947030859867e-09
114,1.794096344705162e-09
115,1.7938290191244473e-09
116,1.794345508735531e-09
117,1.7932676588834977e-09
118,1.7926994669177645e-09
119,1.792209161046507e-09
120,1.7914729399366734e-09
121,1.7920169310843556e-09
122,1.791466514184514e-09
123,1.7915395990880175e-09
124,1.7919424786583139e-09
125,1.792426734006669e-09
126,1.7931247135152066e-09
127,1.7928727849876487e-09
128,1.7926246298990127e-09
129,1.7929637281746978e-09
130,1.792593044740488e-09
131,1.7922503615983491e-09
132,1.7925204800928713e-09
133,1.7925677402603313e-09
134,1.792491384652707e-09
135,1.7927705730563902e-09
136,1.7926496668999994e-09
137,1.7931915991167204e-09
138,1.7942483251981738e-09
139,1.7936873596481898e-09
140,1.7935244585107259e-09
141,1.7926744219598756e-09
142,1.7936122657058841e-09
143,1.7936584111046525e-09
144,1.793110790102316e-09
145,1.7934245641242225e-09
146,1.7931442752706977e-09
147,1.7928960766177098e-09
148,1.7926897305825655e-09
149,1.7937849270532584e-09
150,1.7933698509622035e-09
151,1.7935388047677136e-09
152,1.793815009013331e-09
153,1.7931534957581068e-09
154,1.7921987446507858e-09
155,1.7930779944954439e-09
156,1.7927068675211482e-09
157,1.792594432611447e-09
158,1.793535987548646e-09
159,1.7937130355321104e-09
160,1.7935953978728923e-09
161,1.793654249416323e-09
162,1.7929655365779075e-09
163,1.793394548007446e-09
164,1.7944675928168973e-09
165,1.7941911916668462e-09
166,1.795094076582751e-09
167,1.7939593873827923e-09
168,1.7936512539818881e-09
169,1.7935952605247692e-09
170,1.7932372571695498e-09
171,1.7924630795821901e-09
172,1.7929126078419342e-09
173,1.7937406862182155e-09
174,1.7931576447431865e-09
175,1.794880247638533e-09
176,1.7939482269243427e-09
177,1.793654481790106e-09
178,1.7940932380052441e-09
179,1.7940363100408202e-09
180,1.7950832328423833e-09
181,1.7943664829877587e-09
182,1.793388498009938e-09
183,1.7933308400771175e-09
184,1.7947718429178642e-09
185,1.793546145968619e-09
186,1.7939229757260002e-09
187,1.7935870766495686e-09
188,1.7940675635546156e-09
189,1.7939911194911552e-09
190,1.793494674179511e-09
191,1.7938429146076156e-09
192,1.7938313290747455e-09
193,1.793678684004709e-09
194,1.7942681849306247e-09
195,1.7943181540396034e-09
196,1.7940403151345087e-09
197,1.7938578783434318e-09
198,1.7939881926123097e-09
199,1.7926153250542317e-09
200,1.792848560107743e-09
201,1.7925490505079262e-09
202,1.792688663991033e-09
203,1.793503101187526e-09
204,1.7947344813009044e-09
205,1.7936517649644883e-09
206,1.7929193466259589e-09
207,1.7937541646385953e-09
208,1.7933643559079262e-09
209,1.7930770172029367e-09
210,1.7930235310737213e-09
211,1.793129260738769e-09
212,1.7931625602626955e-09
213,1.7929991390319377e-09
214,1.7924538617348453e-09
215,1.7927683023536067e-09
216,1.7930983338437548e-09
217,1.7925839499240001e-09
218,1.7917788456282339e-09
219,1.7914040847767137e-09
220,1.7913800972553811e-09
221,1.7915466107231059e-09
222,1.7915296015846142e-09
223,1.7921203247746145e-09
224,1.7929621354481945e-09
225,1.792854745688514e-09
226,1.7930738833427793e-09
227,1.7926047759112104e-09
