epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,12.816110839398714,10.056531324810802,0.5172981878088962,1.8649296018028654,0.47027587890625,
2,820,11.981658756070692,8.880583962655734,0.5346879004210141,2.751226521356873,0.47027587890625,
3,1230,11.251746690691174,8.064757362294499,0.5414607358594179,3.4640803528821804,0.47027587890625,
4,1640,10.685861442172577,7.4438690850308324,0.5491488193300385,4.085969884501583,0.47027587890625,
5,2050,10.308201347569792,7.102774779089157,0.5496979681493684,4.6492414084690825,0.47027587890625,
6,2460,9.957937101503347,6.737415887007625,0.5643419366648361,5.170618934878717,0.47027587890625,
7,2870,9.534231401560273,6.40086237100723,0.5676368295808164,5.660097758667823,0.47027587890625,
8,3280,9.178678192310697,6.304923518245612,0.5734944169870034,6.124222070526848,0.47027587890625,
9,3690,8.887326785812009,5.920035945830187,0.5788028555738605,6.56755589917412,0.47027587890625,
10,4100,8.7091355662633,5.997267908651096,0.5738605161998902,6.993433800032892,0.47027587890625,
