global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.40004521876142e-08
3,1.7041948051192234e-08
4,1.1421041098410741e-08
5,8.62423515729788e-09
6,6.954366153392759e-09
7,5.85347358353918e-09
8,5.077107183455223e-09
9,4.501901961419514e-09
10,4.0598870447931164e-09
11,3.7132322499451595e-09
12,3.433150116006631e-09
13,3.2047443318013863e-09
14,3.012165220866716e-09
15,2.853986590309418e-09
16,2.7202350871645237e-09
17,2.6056892602613323e-09
18,2.508206320896034e-09
19,2.4237469878804014e-09
20,2.3510391032820425e-09
21,2.287900414730557e-09
22,2.2321228410478027e-09
23,2.1837281119056756e-09
24,2.141141044386319e-09
25,2.1046297009578118e-09
26,2.070927552798297e-09
27,2.041831076415523e-09
28,2.014528302619382e-09
29,1.9911500018250273e-09
30,1.9705780942417404e-09
31,1.951538657632154e-09
32,1.9327936594672867e-09
33,1.9187096741285886e-09
34,1.9054863460487136e-09
35,1.8940946485575445e-09
36,1.883696359302814e-09
37,1.8747656620461853e-09
38,1.8659415532220814e-09
39,1.8591336549357328e-09
40,1.852190176346904e-09
41,1.845731505183685e-09
42,1.8406443471578694e-09
43,1.8370411077953522e-09
44,1.8320865583225766e-09
45,1.8274888415083695e-09
46,1.8238457236095929e-09
47,1.8203206417734826e-09
48,1.816725849723829e-09
49,1.8148319826676562e-09
50,1.8137460687755236e-09
51,1.8118277246813785e-09
52,1.8107620940729321e-09
53,1.8078170547749987e-09
54,1.8074370051330041e-09
55,1.8054874767076355e-09
56,1.802945642386027e-09
57,1.8024400800027003e-09
58,1.8010793619559343e-09
59,1.800180159769351e-09
60,1.7978448646224288e-09
61,1.798393945487989e-09
62,1.7969003025885992e-09
63,1.796783346535059e-09
64,1.796756456938223e-09
65,1.7965801108476758e-09
66,1.7961907872150136e-09
67,1.7957847707957001e-09
68,1.7952407481475773e-09
69,1.7944380031656666e-09
70,1.7944467073466093e-09
71,1.7945353720304802e-09
72,1.7959571889886995e-09
73,1.7945578399446593e-09
74,1.7946084378965156e-09
75,1.7943171351035713e-09
76,1.7939389621247135e-09
77,1.7942779759003273e-09
