epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,12.792694343344085,10.143559491658372,0.5211422295442065,1.8649296018028654,0.47027587890625,2.0253453219629803e-09
2,820,11.96464008757177,9.144433066409825,0.5337726523887973,2.751226521356873,0.47027587890625,1.7930398394757943e-09
3,1230,11.228370400759454,8.19502335670076,0.5429251327109647,3.4640803528821804,0.47027587890625,1.793106216240395e-09
4,1640,10.69051446243525,7.446090572551998,0.5528098114589054,4.085969884501583,0.47027587890625,1.7930725915017258e-09
5,2050,10.344419685242855,7.203212301612838,0.548416620904265,4.6492414084690825,0.47027587890625,1.7935346826063535e-09
6,2460,9.928442166198254,6.77019726276485,0.5579352004393191,5.170618934878717,0.47027587890625,1.793055336021796e-09
7,2870,9.511004587874575,6.404827187049526,0.5659893831228263,5.660097758667823,0.47027587890625,1.793423397654252e-09
8,3280,9.105075147621244,6.225616807010657,0.5674537799743731,6.124222070526848,0.47027587890625,1.7932879335410115e-09
9,3690,8.832448280640662,5.737145485512267,0.5720300201354567,6.56755589917412,0.47027587890625,1.7935210103545883e-09
10,4100,8.53528766097288,5.810453372671123,0.5729452681676734,6.993433800032892,0.47027587890625,1.7932903859641988e-09
