global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.400071849434703e-08
3,1.70417314702242e-08
4,1.142126497786278e-08
5,8.623665221045415e-09
6,6.954591836264807e-09
7,5.853363429830289e-09
8,5.077056275930446e-09
9,4.501767001767172e-09
10,4.059751497138193e-09
11,3.7131892399384842e-09
12,3.4331512184851688e-09
13,3.2043034724813687e-09
14,3.0118157379370398e-09
15,2.8538593684723295e-09
16,2.7199800777747004e-09
17,2.605724477300337e-09
18,2.5080653015201997e-09
19,2.4247825632608475e-09
20,2.35097744899878e-09
21,2.287719625651554e-09
22,2.232665801016307e-09
23,2.1835839025412238e-09
24,2.141073722102335e-09
25,2.1048502772909238e-09
26,2.070308683636623e-09
27,2.0414098215705996e-09
28,2.0146476650648184e-09
29,1.9913291720339038e-09
30,1.9706635522987848e-09
31,1.951900614493705e-09
32,1.9328673408222158e-09
33,1.918575844724387e-09
34,1.9054526438208834e-09
35,1.8940151343846438e-09
36,1.8835741106640633e-09
37,1.8750023942132e-09
38,1.8660024473897918e-09
39,1.8590235477772019e-09
40,1.8527859276986279e-09
41,1.8458203958461023e-09
42,1.840914518271355e-09
43,1.8369637623746906e-09
44,1.83171769158331e-09
45,1.8278690950761296e-09
46,1.8236387928746753e-09
47,1.8205194433894983e-09
48,1.816959166352175e-09
49,1.8149473950651943e-09
50,1.813787202239685e-09
51,1.8114456251569925e-09
52,1.8104999670096407e-09
53,1.807658895870995e-09
54,1.8072332497297071e-09
55,1.8050704955435099e-09
56,1.8027627682244695e-09
57,1.8024666557443916e-09
58,1.8016164801834815e-09
59,1.8001948970209378e-09
60,1.797901988616194e-09
61,1.7979870655554977e-09
62,1.7973851169902538e-09
63,1.7962978799088447e-09
64,1.7965313189093192e-09
65,1.796966883955598e-09
66,1.7961277166902275e-09
67,1.7958520105594758e-09
68,1.7949808110493742e-09
69,1.7947816217100214e-09
70,1.7943094636616412e-09
71,1.793824110393385e-09
72,1.7950735187196971e-09
73,1.794411776909296e-09
74,1.7948198863873165e-09
75,1.7941106462850427e-09
76,1.7938721040035841e-09
77,1.7941850427551598e-09
78,1.794111043323419e-09
79,1.7946046515416844e-09
80,1.7942440773562575e-09
81,1.7945404249528768e-09
82,1.7931540968819566e-09
83,1.7943450169622214e-09
84,1.7948146780807856e-09
85,1.793515065446754e-09
86,1.7930268034820658e-09
87,1.7929831863111185e-09
88,1.7942387561069144e-09
89,1.793062506228375e-09
90,1.7929709547706547e-09
91,1.7926510648983932e-09
92,1.7910366432434802e-09
93,1.79135490909131e-09
94,1.791792161390469e-09
95,1.7926352262635199e-09
96,1.79306531766345e-09
97,1.7938748301165677e-09
98,1.7924561862888145e-09
99,1.7936730601174165e-09
100,1.7935190173977134e-09
101,1.7935473656147602e-09
102,1.7929703262871974e-09
103,1.7919902798560054e-09
104,1.7934434136152552e-09
105,1.7924024840700545e-09
106,1.7929496262840248e-09
107,1.7924414492668815e-09
108,1.7928351570935364e-09
109,1.7934305140683922e-09
110,1.79382855527786e-09
111,1.7932624599671953e-09
112,1.7947043883726765e-09
113,1.7943111357423085e-09
114,1.7945082758420408e-09
115,1.7935820119683776e-09
116,1.7941739372939928e-09
117,1.7932385019052387e-09
118,1.7926232079433771e-09
119,1.7921637846873701e-09
120,1.7913867972471487e-09
121,1.791809005404582e-09
122,1.7913644649568754e-09
123,1.791192976290366e-09
124,1.7920927829359408e-09
125,1.7922638580649323e-09
126,1.7931753445620183e-09
127,1.7927601624300654e-09
128,1.792427057357402e-09
129,1.7933479701021651e-09
130,1.7930235770084913e-09
131,1.793069879405431e-09
132,1.7924041357022218e-09
133,1.7924456889611927e-09
134,1.7923719331919833e-09
135,1.7928396609451402e-09
136,1.7929241510836535e-09
137,1.7934311973060171e-09
138,1.7948340518488336e-09
139,1.7940565367164195e-09
140,1.7931012802082488e-09
141,1.7925399314765424e-09
142,1.793546926515079e-09
143,1.7937304835074514e-09
144,1.793413328806188e-09
145,1.7932912654901714e-09
146,1.7929276126125284e-09
147,1.7931755765615744e-09
148,1.7928633562811658e-09
149,1.7940472845299565e-09
150,1.7937003882202107e-09
151,1.7936943235930636e-09
152,1.7934904408635746e-09
153,1.7943415800063615e-09
154,1.792338501976594e-09
155,1.7926110495876166e-09
156,1.79249507523156e-09
157,1.792446787834189e-09
158,1.7934866631096097e-09
159,1.7937110351485316e-09
160,1.793541120437011e-09
161,1.7939388834769783e-09
162,1.7925263385940244e-09
163,1.7932427282099103e-09
164,1.7943763897712813e-09
165,1.7941290248835669e-09
166,1.7951280377787774e-09
167,1.793863575184956e-09
168,1.7937686032406518e-09
169,1.7943544165690409e-09
170,1.7930145988695527e-09
171,1.7926961997679668e-09
172,1.7925682362886453e-09
173,1.7935679613379961e-09
174,1.7933926191929598e-09
175,1.795232990332932e-09
176,1.7939742057326026e-09
177,1.7935669801452037e-09
178,1.794707461532488e-09
179,1.7941918410376833e-09
180,1.7946275897997218e-09
181,1.7939498982500512e-09
182,1.7931462927331168e-09
183,1.7935283280414672e-09
184,1.7944933000116197e-09
185,1.793638062653959e-09
186,1.7937392851715201e-09
187,1.7934937819103305e-09
188,1.7945293812835909e-09
189,1.7937879151108939e-09
190,1.7937418752563135e-09
191,1.7941330407972046e-09
192,1.7937632368412218e-09
193,1.7934538563385597e-09
194,1.7945409952950136e-09
195,1.7938891764297346e-09
196,1.7945551943806194e-09
197,1.7940097494441774e-09
198,1.7940819580308336e-09
199,1.7924671560722407e-09
200,1.7927153196791323e-09
201,1.7931361484718484e-09
202,1.7928957716405215e-09
203,1.7937518047550729e-09
204,1.7949804692082787e-09
205,1.7935382595146568e-09
206,1.7931199093867944e-09
207,1.7939368542676787e-09
208,1.7935351603465839e-09
209,1.7928993804854403e-09
