epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,10.157221678917576,5.559637593062134,0.5581182500457624,1.8649296018028654,0.47027587890625,2.025831172323245e-09
2,820,7.451844749038428,4.014519831297622,0.5760571114772103,2.751226521356873,0.47027587890625,1.79352808234815e-09
3,1230,6.074037603181241,2.7253479696598855,0.5784367563609738,3.4640803528821804,0.47027587890625,1.7936127821182271e-09
4,1640,5.1431709668974,2.5609989239579045,0.5749588138385503,4.085969884501583,0.47027587890625,1.7938273263311497e-09
5,2050,4.636729649186116,1.890035890079605,0.5844773933736043,4.6492414084690825,0.47027587890625,1.7941240021248175e-09
6,2460,4.023571605098342,3.3567893907916035,0.5476844224784917,5.170618934878717,0.47027587890625,1.795007641027546e-09
7,2870,3.600819888647133,1.6745836235938787,0.6101043382756727,5.660097758667823,0.47027587890625,1.7949289512229226e-09
8,3280,3.2228178955915276,1.7614506109280614,0.613399231191653,6.124222070526848,0.47027587890625,1.794643108065693e-09
9,3690,2.9228682867008238,1.9035212101134193,0.6013179571663921,6.56755589917412,0.47027587890625,1.7956510678536101e-09
10,4100,2.7510452393162312,1.8913535115135343,0.6088229910305692,6.993433800032892,0.47027587890625,1.7965902550806572e-09
