epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,11.061804448580975,5.810237230234217,0.5233388248215266,1.8649296018028654,0.47027587890625,
2,820,10.597566877565344,5.482578384424552,0.5013728720483251,2.751226521356873,0.47027587890625,
3,1230,8.19830674218576,6.723791003379983,0.5116236500091524,3.4640803528821804,0.47027587890625,
4,1640,6.330102799789144,4.217589639338647,0.5182134358411129,4.085969884501583,0.47027587890625,
5,2050,5.471242314314478,2.464297302123197,0.5394471901885411,4.6492414084690825,0.47027587890625,
6,2460,5.035586164888532,2.2802650358090792,0.5656232839099395,5.170618934878717,0.47027587890625,
7,2870,4.806608774225879,3.378463328943003,0.5361522972725609,5.660097758667823,0.47027587890625,
8,3280,5.2526493155241765,1.6696680394716803,0.5458539264140582,6.124222070526848,0.47027587890625,
9,3690,5.115675449512301,2.561819111102888,0.5405454878272011,6.56755589917412,0.47027587890625,
10,4100,4.396894924431954,5.338512774681665,0.5019220208676551,6.993433800032892,0.47027587890625,
