global_step,phi,x2_mean,bc_clean_nrmse,negative_fraction,clamp_fraction,active_fraction,update_cosine_to_floor,update_norm_ratio_to_floor,active_update_energy_fraction
1,3.4011442103967075e-08,3.3609238516965123e-12,389.48660711339784,0.6830390148335899,0.8301043411186612,0.16989565888133884,0.9523484582798363,0.7968127531852136,0.3655534950709703
2,3.4011442103967075e-08,3.297384126911403e-12,306.6771186557796,0.6324651998788542,0.8477543365223082,0.1522456634776918,0.9773059185301097,0.8845876554001986,0.2830837623991239
3,3.4011442103967075e-08,5.607915882962814e-12,207.49388100073153,0.6086567425373066,0.8698945651316237,0.13010543486837634,0.9868773841248987,0.9242538434425654,0.2298427900785894
4,3.4011442103967075e-08,3.4881891678005477e-12,204.70070939430317,0.5941632567283186,0.8895034141918192,0.11049658580818078,0.9916154370960237,0.9465915120097842,0.19073731598007548
5,3.4011442103967075e-08,2.985998851315123e-12,200.3085783975078,0.5842609155570533,0.906220857754985,0.09377914224501505,0.9943589499861872,0.9608652825503436,0.16024694378657278
6,3.4011442103967075e-08,3.3782046169486215e-12,194.43623424406385,0.5771092247111393,0.9202923384655368,0.07970766153446314,0.9960478282124208,0.9705107807472426,0.1355064006503957
7,3.4011442103967075e-08,3.043773900729231e-12,190.43553813195808,0.5712109189554898,0.9320597833177647,0.06794021668223524,0.99715831194273,0.9772923981224445,0.11551656996350196
8,3.4011442103967075e-08,3.897524949484758e-12,179.54877623379204,0.5666923003405467,0.9418948067982273,0.058105193201772605,0.9979123624062244,0.9822595790592739,0.09890049929892901
9,3.4011442103967075e-08,2.9600962483021784e-12,174.49222311895434,0.5627008951299752,0.9502446744154494,0.049755325584550626,0.9984366857236098,0.9859900078622487,0.0846589537655382
10,3.4011442103967075e-08,3.1560554557585794e-12,169.12938619145828,0.5596988125784342,0.9573346465274358,0.0426653534725642,0.9988225437400006,0.9888301131959228,0.07288058599374697
11,3.4011442103967075e-08,2.719238696889391e-12,167.20339576459736,0.5568639174833548,0.9633615980829172,0.036638401917082834,0.9990967006474956,0.991037911023461,0.06268388283067643
12,3.4011442103967075e-08,3.1515543954840914e-12,163.14721846790025,0.5545506368357717,0.9685368571518601,0.031463142848139884,0.9993030115534242,0.9927598723694682,0.05398627008117007
