global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.400042054003517e-08
3,1.704142648598593e-08
4,1.1421720340108747e-08
5,8.624450846261528e-09
6,6.954260832645067e-09
7,5.854037527644733e-09
8,5.0769989720419374e-09
9,4.501715831902224e-09
10,4.060515337867123e-09
11,3.7128306155590685e-09
12,3.433765886876608e-09
13,3.20489035771128e-09
14,3.0111229378010943e-09
15,2.85404557128713e-09
16,2.7203858331017157e-09
17,2.6059682236385717e-09
18,2.508507288625876e-09
19,2.4241156397960807e-09
20,2.3509215738369597e-09
21,2.2877120548641942e-09
22,2.2321995216488966e-09
23,2.1832220276137345e-09
24,2.1409688926873002e-09
25,2.104373885409765e-09
26,2.070712578241434e-09
27,2.041206841705206e-09
28,2.014409734830975e-09
29,1.9910817903559487e-09
30,1.9710981277700006e-09
31,1.9515614435436554e-09
32,1.932770026360778e-09
33,1.9184592676322644e-09
34,1.905436677228832e-09
35,1.8942337526103367e-09
36,1.8833196755076713e-09
37,1.874849219794829e-09
38,1.8663540109216564e-09
39,1.8588794615657875e-09
40,1.8526300518301864e-09
41,1.8454037360364528e-09
42,1.8404521565576642e-09
43,1.8367148157413087e-09
44,1.8316983490034009e-09
45,1.8275232601761042e-09
46,1.8237971786115384e-09
47,1.820269771842631e-09
48,1.8172296111198444e-09
49,1.814938729448811e-09
50,1.8135168933410414e-09
51,1.811650465049325e-09
52,1.8105991992911179e-09
53,1.8078625509331346e-09
54,1.8076968817123125e-09
55,1.805461552816542e-09
56,1.8030728106368732e-09
57,1.8030527578980102e-09
58,1.801402308256792e-09
59,1.8002356083664443e-09
60,1.7979970440041492e-09
61,1.7981822226530119e-09
62,1.797017651122984e-09
63,1.7968161830850906e-09
64,1.7965633256385428e-09
65,1.796688095828474e-09
66,1.7957345089238612e-09
67,1.7958449905161993e-09
68,1.7947301845604383e-09
69,1.794437901976714e-09
70,1.794677574724421e-09
71,1.7939880202910036e-09
72,1.7955215995121358e-09
73,1.7945779600352067e-09
74,1.794840157554117e-09
75,1.7943229273737686e-09
76,1.7939615753995758e-09
77,1.7943029953214518e-09
78,1.7937981266963404e-09
79,1.794268960351451e-09
80,1.7944557542121215e-09
81,1.7945674480797552e-09
82,1.7934799515948949e-09
83,1.79437593946221e-09
84,1.7946106435862633e-09
85,1.793978813581811e-09
86,1.7929237158029038e-09
87,1.7926525216408909e-09
88,1.793509160885547e-09
89,1.7934156269424666e-09
90,1.7935376552277394e-09
91,1.792266877361342e-09
92,1.791497958556183e-09
93,1.791173250284458e-09
94,1.7911334730247143e-09
95,1.7924673094719264e-09
96,1.793002521895826e-09
97,1.793763360520123e-09
98,1.7930691779899482e-09
99,1.793014448402709e-09
100,1.793349490015103e-09
101,1.793505981531121e-09
102,1.7927132363824047e-09
103,1.7919378624850357e-09
104,1.793277698123537e-09
105,1.7929367918324218e-09
106,1.7928902472575433e-09
107,1.7927157615975539e-09
108,1.7930552407349116e-09
109,1.7935139845043263e-09
110,1.7934137441071453e-09
111,1.7933256962090703e-09
112,1.794642053261025e-09
113,1.7945211780780217e-09
114,1.7948254758115669e-09
115,1.7939832241552933e-09
116,1.7944768467679065e-09
117,1.7934797510886214e-09
118,1.792466173919785e-09
119,1.7922661920291812e-09
120,1.7916603469965557e-09
121,1.7920764472954041e-09
122,1.7912582410020988e-09
123,1.7911022120141487e-09
124,1.7918369829273005e-09
125,1.7920731939910773e-09
126,1.7933186803736103e-09
127,1.7925893595530257e-09
128,1.7927285117803723e-09
129,1.7928432389020366e-09
130,1.7930875650878756e-09
131,1.792587308481879e-09
132,1.7926572933069684e-09
133,1.7924021998070006e-09
134,1.7924229404149518e-09
135,1.7927836171800208e-09
136,1.7928744421588506e-09
137,1.7938055371759903e-09
138,1.794524176048676e-09
139,1.7940623377159864e-09
140,1.7934787407139423e-09
141,1.7925832446291145e-09
142,1.7934266699557633e-09
143,1.7937410345743285e-09
144,1.7935997872943518e-09
145,1.7935203852862992e-09
146,1.7928026950597174e-09
147,1.7929955761071882e-09
148,1.7928996958372165e-09
149,1.793896606574438e-09
150,1.7941139051187433e-09
151,1.7934605088848205e-09
152,1.7937146773050892e-09
153,1.7932112567668056e-09
154,1.7929076634250642e-09
155,1.7926853856897122e-09
156,1.7923572359071371e-09
157,1.792888425775347e-09
158,1.7935630712472678e-09
159,1.7936407384080278e-09
160,1.7932020640188986e-09
161,1.7941163740714206e-09
162,1.7930850545501693e-09
163,1.7936743949033618e-09
164,1.7944488339090993e-09
165,1.7941014360939068e-09
166,1.795263960881548e-09
167,1.794158070717047e-09
168,1.7936889986569386e-09
169,1.7933768300564102e-09
170,1.7929904039020905e-09
171,1.7927312975932234e-09
172,1.7927399095732484e-09
173,1.793338662298896e-09
174,1.7934045526711596e-09
175,1.7952904268178411e-09
176,1.7940720688923792e-09
177,1.7943012213015006e-09
178,1.793881532306535e-09
179,1.7943843101798484e-09
180,1.7946460945565781e-09
181,1.7938829432861833e-09
182,1.793660877833957e-09
183,1.7934934895535535e-09
184,1.7948360659339793e-09
185,1.7939366487462031e-09
186,1.793443509252074e-09
187,1.7931137022536502e-09
188,1.794060729233457e-09
189,1.7941451049592378e-09
