epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,9.654774143468769,4.983989080840712,0.5420098846787479,1.8649296018028654,0.47027587890625,2.0255394305897423e-09
2,820,6.921821060443197,3.031771284700771,0.5451217279882848,2.751226521356873,0.47027587890625,1.793686309555098e-09
3,1230,5.81961180339908,3.2331717538458293,0.5290133626212704,3.4640803528821804,0.47027587890625,1.7945480333261328e-09
4,1640,4.837501425792111,2.130822972327869,0.5592165476844225,4.085969884501583,0.47027587890625,1.795553553162918e-09
5,2050,4.12187523701339,3.4429753998489843,0.5143693941058026,4.6492414084690825,0.47027587890625,1.7952241668111944e-09
6,2460,3.620020847785808,1.8879792270873375,0.5456708768076148,5.170618934878717,0.47027587890625,1.7952172936257347e-09
7,2870,3.048877914054898,1.6083413043258699,0.5766062602965404,5.660097758667823,0.47027587890625,1.796715884408811e-09
8,3280,2.7284088860664157,1.4796896495815601,0.5936298736957716,6.124222070526848,0.47027587890625,1.7963581697549638e-09
9,3690,2.449185000883167,1.4501872683278418,0.5996705107084019,6.56755589917412,0.47027587890625,1.7969454090177612e-09
10,4100,2.3180296458336365,1.6136606444418704,0.5932637744828848,6.993433800032892,0.47027587890625,1.7959456326782178e-09
