epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,10.927825717114512,6.136458498685761,0.5561047043748856,1.8649296018028654,0.47027587890625,2.0254131200600092e-09
2,820,8.185989918434252,4.635606788441132,0.5597656965037525,2.751226521356873,0.47027587890625,1.7932582569250683e-09
3,1230,6.639861339270144,3.307281857245618,0.5756910122643236,3.4640803528821804,0.47027587890625,1.7934044228560787e-09
4,1640,5.704742193757512,3.1964585124278884,0.5733113673805601,4.085969884501583,0.47027587890625,1.7935530322996332e-09
5,2050,4.930586205621854,1.9845643061847886,0.5969247666117518,4.6492414084690825,0.47027587890625,1.7942870367822729e-09
6,2460,4.347339162281953,1.9706843552649642,0.6130331319787663,5.170618934878717,0.47027587890625,1.7939886761258823e-09
7,2870,3.791519062570083,1.5822033450081086,0.6377448288486179,5.660097758667823,0.47027587890625,1.7947095587096214e-09
8,3280,3.352224015996111,1.63739622291706,0.6470803587772286,6.124222070526848,0.47027587890625,1.794836441607699e-09
9,3690,3.111719165765815,1.6722461351998315,0.6589785831960461,6.56755589917412,0.47027587890625,1.7955704470277134e-09
10,4100,2.8374871240275845,1.9939901738426045,0.6474464579901154,6.993433800032892,0.47027587890625,1.7950617432513584e-09
