epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,10.47912039488265,5.412856902042719,0.5449386783818415,1.8649296018028654,0.47027587890625,2.0254357302415886e-09
2,820,7.475856891913146,3.548995446574005,0.5685520776130332,2.751226521356873,0.47027587890625,1.7933073514033314e-09
3,1230,6.27028961384909,3.184014298203182,0.5517115138202453,3.4640803528821804,0.47027587890625,1.7935374349227356e-09
4,1640,5.259232160608987,2.000652836243268,0.5908841295991214,4.085969884501583,0.47027587890625,1.7937186996369056e-09
5,2050,4.717978400823381,1.789463853914616,0.6027823540179389,4.6492414084690825,0.47027587890625,1.7942804872074656e-09
6,2460,4.157261615304828,1.5697099188843555,0.5930807248764415,5.170618934878717,0.47027587890625,1.7942682441931395e-09
7,2870,3.6272292222367315,1.5023837731082252,0.6218195130880468,5.660097758667823,0.47027587890625,1.7952138621752456e-09
8,3280,3.2511753633503386,1.637464360965601,0.628775398132894,6.124222070526848,0.47027587890625,1.7950963718267542e-09
9,3690,3.017102313749458,1.6146726404029808,0.6265788028555739,6.56755589917412,0.47027587890625,1.7957427251152206e-09
10,4100,2.75718504886936,1.9992235418686648,0.6058941973274757,6.993433800032892,0.47027587890625,1.7955681520998187e-09
