epoch,global_step,train_loss,val_loss,val_accuracy,epsilon,noise_multiplier,predictor_x_gap_mse
1,410,11.022294483898406,6.364317518133352,0.5445725791689547,0.8334567673794523,0.5682373046875,2.955578661455654e-09
2,820,8.435476354287164,4.505240610574118,0.5566538531942157,1.219582957628809,0.5682373046875,2.6165325968066025e-09
3,1230,7.07054155843959,3.4775175164083234,0.5592165476844225,1.5257877151784534,0.5682373046875,2.61675836779421e-09
4,1640,6.175106759973475,2.8209252648141474,0.5916163280248947,1.7900082542029572,0.5682373046875,2.6167474351535218e-09
5,2050,5.460944926168955,3.248063197966004,0.5725791689547868,2.027143207413671,0.5682373046875,2.617503692618291e-09
6,2460,4.902843436681663,2.5946971733404696,0.5744096650192202,2.2449029007224732,0.5682373046875,2.617063659494619e-09
7,2870,4.380009549247593,1.7492841021953083,0.6051619989017024,2.4478989123416537,0.5682373046875,2.6179993439896917e-09
8,3280,3.9707350919149804,1.5679590768829799,0.6057111477210324,2.6391524339195156,0.5682373046875,2.6179329143700525e-09
9,3690,3.6149079711732064,1.560240012177089,0.6379278784550613,2.820771622917749,0.5682373046875,2.618746425943483e-09
10,4100,3.3622434920110935,2.1540282666846857,0.610287387882116,2.9942974656903782,0.5682373046875,2.6180130692959816e-09
