global_step,predictor_x_gap_mse
1,3.3609238516965123e-12
2,3.4000555316352315e-08
3,1.704171413802632e-08
4,1.1421266267118537e-08
5,8.624430790440265e-09
6,6.954309260302592e-09
7,5.853400188569366e-09
8,5.077222936243806e-09
9,4.5017118700306404e-09
10,4.0597828416658665e-09
11,3.7131725043430294e-09
12,3.4332093353037205e-09
13,3.204402356124216e-09
14,3.0119663200949e-09
15,2.8539867558451603e-09
16,2.72029168070036e-09
17,2.606140196286983e-09
18,2.5084835034138016e-09
19,2.423925794299383e-09
20,2.350752598900571e-09
21,2.2878923612744606e-09
22,2.2321812273383478e-09
23,2.1834537905686743e-09
24,2.141185116805473e-09
25,2.104449820335902e-09
26,2.070720284234405e-09
27,2.0414837652323306e-09
28,2.0149762334930046e-09
29,1.9906706766230114e-09
30,1.9708478045773398e-09
31,1.951484259037811e-09
32,1.932953843720344e-09
33,1.9181280876943708e-09
34,1.905390060253444e-09
35,1.8940048617573196e-09
36,1.883399683866979e-09
37,1.875258548065905e-09
38,1.8658947662778858e-09
39,1.8589161371222298e-09
40,1.8527552972793387e-09
41,1.845737204543676e-09
42,1.8407191643065976e-09
43,1.836927781772535e-09
44,1.8318115373804323e-09
45,1.8274633101609982e-09
46,1.8237095183941964e-09
47,1.8205001241244075e-09
48,1.8171102290897011e-09
49,1.8148047564044724e-09
50,1.8136783713257646e-09
51,1.811637540823013e-09
52,1.8107501484230031e-09
53,1.8077630469041669e-09
54,1.8074093118515347e-09
55,1.805075228357721e-09
56,1.8030572228875639e-09
57,1.802812715237194e-09
58,1.8013509990076857e-09
59,1.799975127562084e-09
60,1.7978270715363118e-09
61,1.7980274530367157e-09
62,1.7972999269844904e-09
63,1.7968672508773487e-09
64,1.7966478722842707e-09
65,1.7967301217131245e-09
66,1.7964949643213045e-09
67,1.795266391905024e-09
68,1.7952241242724965e-09
69,1.794287263947255e-09
70,1.794502722923644e-09
71,1.7938093524988452e-09
72,1.795476531035854e-09
73,1.794482990310821e-09
74,1.7948279056119986e-09
75,1.794039921708536e-09
76,1.7939427479813387e-09
77,1.7947281087122487e-09
78,1.7936525388166956e-09
79,1.7946885956496472e-09
